EYP;BOG;20160813124000;20160813134000
HYD;NAG;20161214055000;20161214073000
TNA;CSX;20160513134500;20160513160000
SUB;UPG;20161013060000;20161013083000
OLB;FCO;20160724195500;20160724205000
CGR;CGH;20160728142400;20160728170500
GAY;VNS;20161014155000;20161014162500
RIX;FRA;20160517164500;20160517181000
DEL;RPR;20170120172500;20170120191500
CDG;AUH;20170307205000;20170308063500
LPB;CBB;20170806124500;20170806132000
CDG;RAK;20160527160500;20160527183500
DUS;TXL;20170130150000;20170130161000
BDO;JOG;20161013142500;20161013153500
TRD;RVK;20161213144000;20161213151500
YQT;YXL;20170126172500;20170126171500
CAN;LHW;20160813085000;20160813120500
CWB;CAC;20161018172400;20161018184700
YHZ;YDF;20170702074000;20170702093800
PMI;FKB;20170603203500;20170603224000
LPB;VVI;20160612140000;20160612150000
MEX;QRO;20160623181500;20160623191800
YVR;YEG;20160509212000;20160509235000
SIN;KUL;20160924152500;20160924162500
AMS;PBM;20170517151500;20170517204500
NVT;GRU;20160510114700;20160510125000
EDI;LCY;20160309090500;20160309104000
GRU;POA;20160411132000;20160411144500
STN;MAN;20160327202000;20160327211500
PLS;ANU;20160401183500;20160401203000
CAN;KWL;20160316220500;20160316231500
KGL;NBO;20160510184500;20160510211000
PVG;NGO;20160507175500;20160507212000
DOH;TIF;20160614004500;20160614031500
CJU;GMP;20160505184500;20160505195000
CJS;MEX;20160617105500;20160617143500
CIX;LIM;20160426083000;20160426100000
XIY;PVG;20160914110500;20160914131500
DOH;DWC;20161108023000;20161108043500
MNL;BWN;20160920215500;20160920235900
XIY;PVG;20160914081000;20160914102000
GDL;MEX;20160608141500;20160608154500
AUH;DEL;20170212214000;20170213024000
DUS;TXL;20170130170000;20170130181000
BZE;CUK;20161031114000;20161031115000
OBO;HND;20161203201000;20161203215500
ISG;OKA;20170214125500;20170214135000
PVG;NNG;20160722195500;20160722230000
DXB;DOH;20161103073000;20161103074000
HAN;SGN;20160805224500;20160806005000
BGI;GND;20161005201500;20161005211000
KGD;DME;20161204170000;20161204195500
HAS;JED;20161026073500;20161026090000
CTG;MTR;20170313152000;20170313160400
DXB;HYD;20161024151000;20161024202000
PKU;MKZ;20170203122000;20170203142500
PEW;AUH;20160622190000;20160622213000
REC;CPV;20170508132200;20170508141500
CTU;CAN;20161025111500;20161025134000
CCS;PMV;20160513184500;20160513193500
CCS;VIG;20160701110000;20160701121500
IST;EBL;20160425152500;20160425175500
JED;DMM;20160320230000;20160321010000
CGP;DAC;20160416111000;20160416115500
MOC;CNF;20160330202500;20160330214600
VCL;HAN;20160510162500;20160510182000
BSB;VCP;20160620075700;20160620092500
HAK;KMG;20160822062500;20160822082000
HEL;BUD;20160721201500;20160721213500
SUB;CGK;20161006200000;20161006212500
BAH;AUH;20170212042500;20170212064000
CNX;BKK;20170118064000;20170118080000
DMK;CEI;20160918073000;20160918085000
CJU;GMP;20161103174500;20161103185000
SOU;GCI;20170213173000;20170213181500
GDL;MEX;20160608060100;20160608072500
AMS;FCO;20160520173500;20160520194500
SHA;BAV;20161028164500;20161028194500
MUC;SKG;20161015060000;20161015090000
YVR;YEG;20170126074500;20170126101600
HYD;CDP;20160916100500;20160916111000
IXB;PBH;20160904111000;20160904121000
DOH;ADL;20160627213000;20160628170000
ABZ;LGW;20160529215000;20160529232500
AGA;BRU;20170205094000;20170205145000
CGN;DUB;20170412163000;20170412173500
HIJ;HKG;20170110183500;20170110215000
HBA;SYD;20161129162500;20161129181000
PNQ;COK;20161220111500;20161220130500
DLM;SAW;20160926191000;20160926202500
BRI;SOF;20151019080000;20151019101500
LHR;ABZ;20160328085000;20160328102000
KUL;ATQ;20160424091500;20160424122500
AMS;SAW;20170511021000;20170511064000
LPB;CBB;20170806135500;20170806143000
HRB;PVG;20160731071500;20160731101500
IXC;DEL;20161212084000;20161212094500
KBP;CDG;20160911151500;20160911173000
BZE;CUK;20161031134000;20161031135000
NJF;IST;20161115080000;20161115102000
AMS;FCO;20160628072000;20160628093500
YVR;YQQ;20160921110000;20160921113500
DUS;AYT;20160923065000;20160923112500
HYD;GOI;20160611151500;20160611164500
OTP;FRA;20170319084000;20170319101500
GVA;FCO;20161219070000;20161219082500
CGK;PKN;20170118154000;20170118165500
LHR;HEL;20161231111500;20161231161000
BKK;PEK;20160820235000;20160821053000
VIE;TLL;20161102142500;20161102173500
KWL;XIY;20160927081000;20160927100000
DUS;MUC;20160707145000;20160707160500
MAN;NQY;20160522131500;20160522142000
DMK;RGN;20150211113500;20150211122000
PTY;DXB;20160323223000;20160324231500
INC;SZX;20160406194000;20160407000500
FOC;CAN;20160406082500;20160406094500
TNA;URC;20160406111500;20160406153000
TAO;PVG;20160406165500;20160406181000
RSU;GMP;20160401161000;20160401170500
KUV;CJU;20160413132500;20160413141500
WAW;WRO;20160614104500;20160614114000
PEK;DQA;20160511072500;20160511092500
IST;RTM;20160701193500;20160701221000
AMD;HYD;20170414124000;20170414143000
MAA;BOM;20160424062000;20160424100500
UNN;DMK;20161103190000;20161103203500
KWI;IST;20161028141000;20161028180500
OTP;FRA;20170319160000;20170319173500
MEX;MID;20160612060100;20160612075700
DIR;ADD;20161006131500;20161006141500
TUN;CDG;20160802073000;20160802104700
SUB;UPG;20161013175000;20161013202000
OUD;CMN;20160704222000;20160704233000
SOU;GCI;20170213200000;20170213204500
BKK;HKT;20160705191000;20160705203500
PMI;MAD;20170601062500;20170601080000
NTE;CDG;20161214183500;20161214194000
DXB;DOH;20161103113000;20161103114000
TLC;GDL;20160718064000;20160718074700
MJZ;OVB;20161208110000;20161208105000
AMS;PEK;20160701145000;20160702061500
ABV;NDJ;20160512181000;20160512200500
MAD;MXP;20160915154500;20160915175500
GOH;JSU;20170417072500;20170417080000
BSB;POA;20170703205500;20170703235500
BKK;SYD;20161124181500;20161125074000
LGW;TRN;20160620072000;20160620101000
RVH;CEE;20160613222000;20160613231000
SXR;BOM;20160320141500;20160320191500
GIG;LHR;20160328215500;20160329131000
DOH;CDG;20160403082500;20160403141000
SCL;EZE;20161231235900;20170101021000
SLZ;REC;20160416035500;20160416055800
TYN;HGH;20160608190500;20160608210500
XIY;SYX;20160326162000;20160326193500
SSA;SDU;20160523043600;20160523063600
FRA;AYT;20160626142000;20160626184500
DMM;RUH;20161215063500;20161215075000
CDG;TLS;20160623184000;20160623200000
EXT;JER;20160906071000;20160906083500
WNZ;PEK;20161212083000;20161212111000
VCP;UDI;20160518205500;20160518221000
LIS;MAD;20160814161000;20160814182500
SIS;JNB;20170302163000;20170302174500
GRU;AJU;20160923121000;20160923144700
TFS;HAM;20161211141000;20161211201000
MHD;DXB;20160606032500;20160606052500
SGN;KUL;20170114092500;20170114121500
LIS;MAD;20160814213000;20160814234500
CWB;CAC;20161018211000;20161018224300
MQN;BOO;20161006110800;20161006113800
NBO;JED;20170107131000;20170107171000
CAN;KWE;20160607190500;20160607205500
GIG;REC;20160510221000;20160511011000
SGN;HAN;20160512142500;20160512163000
DMK;HDY;20160511204000;20160511215000
BFS;LPL;20160309103500;20160309112000
CPT;JNB;20160326070000;20160326090000
URC;NKG;20160406115500;20160406162000
CDG;LBA;20160422164500;20160422171500
TXL;GRZ;20160424171500;20160424184500
GDL;TIJ;20160409134000;20160409143000
BJV;AMS;20160901195500;20160901230500
SPU;BRS;20160630110500;20160630124500
DXB;MED;20160323170000;20160323190000
SCL;EZE;20161231164000;20161231185000
SHJ;ELQ;20170213160000;20170213171500
BLR;TIR;20160721165000;20160721200000
YTZ;YQB;20161223182500;20161223195500
TRV;BLR;20160715061000;20160715071500
SUB;UPG;20161013222500;20161014005500
BCN;CGN;20170507201500;20170507223000
TRV;MAA;20161031131500;20161031144000
GRU;POA;20161118145000;20161118163100
SCL;PMC;20161104135500;20161104154500
DOH;DWC;20161108063000;20161108083500
KUL;CKG;20170411202000;20170412004500
EZE;GIG;20170228075500;20170228110500
DME;FRA;20170117090500;20170117104500
YYZ;YUL;20161110120000;20161110131200
GDL;MEX;20160608063600;20160608080000
